LoggingGUID	VocabulairGUID	IMBORGUID	GitHub-issueID	Omschrijving	Terugkoppeling	Loggingsdatum	Status	Aard aanpassing	Collectie	LoggingType	VervangGUID
7183947b-dbc9-4f27-b5dd-002d4ea9f449	N.v.t.	{2941C24A-65EA-48C7-9C33-AA7E0A1987CB}	N.v.t.	Afstemming met Handboek Bomen juli 2024: wijzigingen op klassen Boom en Groeiplaatsinrichting	Grondwater 1,5 tot 2,0 -m.v. toegevoegd aan GroeiplaatsGrondwaterGroeiplaats in imborKern_EnumeratiesDomeinwaarden	Wed Jul 10 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Domeinwaarde toegevoegd	Domeinwaarde	Minimale wijziging	null
7187413c-cefc-4d24-b939-92cf542f711f	N.v.t.	{190B5E85-E942-42CE-9EB9-6CB4D007FA4A}	1188	Gemeente Den Haag: Laadinfrastructuur: toevoegen meterinformatie aan Oplaadpaal	Vervallen bij enumeratietype vanwege herindeling Communicatie-informatie: 3G	Mon Jun 10 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Domeinwaarde vervallen	Domeinwaarde	Minimale wijziging	null
71885bb5-4189-4dd7-98c9-c41630918eef	{708D0709-7936-4DBB-AF41-FA9C64F4A7E8}	{121CE3AB-D0E4-498B-85E6-EA58215A6C7D}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:Maaiveldviaduct; is aangepast van: "Bij een maaiveldviaducten kruisen ondergrondse leidingen een (autosnel)weg.", naar: "Een viaduct waarbij ondergrondse leidingen een (autosnel)weg kruisen."	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Domeinwaarde	Minimale wijziging	null
718fa109-09e2-47e0-b0d0-4be29bd77514	{E6AAE2F8-94E4-44B2-8F7F-30DBFFEF3AF2}	{637AB25C-23ED-4105-8AD4-FEA3697069A8}	1120	Afstemming met Handboek Bomen: boomhoogte actueel	boomhoogteklasse actueel: synoniem boomhoogte verwijderd.	Wed Apr 12 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Synoniem vervallen	Attribuut	Minimale wijziging	null
71936914-c700-4907-a7ee-161eade68bee	{F51AAB87-31D5-41D8-8FEC-C25DCAA22779}	{9CDECFF7-59F6-4CFB-9415-4023ECA162C9}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:Fietspomp; is aangepast van: "Een fietspomp met een aangelaste voetplaat.", naar: "Een pomp met aangelaste voetplaat ten behoeve van het vullen van fietsbanden met lucht."	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Objecttype	Minimale wijziging	null
7194a305-3ac5-42df-ae5b-5151ce7ee265	{1AC833EB-AC30-41A4-A2BE-03952725DD18}	{AD6C6A51-D698-451B-82D4-806457479567}	1188	Gemeente Den Haag: Laadinfrastructuur: toevoegen meterinformatie aan Oplaadpaal	KastCommunicatieprotocol vervalt in imborVoc_Termen	Mon Jun 10 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen 	Term vervallen	Enumeratietype	Minimale wijziging	null
719b7e1d-c079-4949-9a68-cf70dfc7a95c	N.v.t.	{3AEE215E-B132-4115-B3EC-86460CCEF1D6}	1188	Gemeente Den Haag: Laadinfrastructuur: toevoegen meterinformatie aan Oplaadpaal	Vervallen bij enumeratietype vanwege herindeling Communicatie-informatie: 3G	Mon Jun 10 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Domeinwaarde vervallen	Domeinwaarde	Minimale wijziging	null
719e3758-4de2-41f5-b3db-b5be2a35eeda	{DB42E9F4-1374-4DA0-B04F-5C34AAEACFC4}	{A7B8689F-3164-4092-B6F7-5F701BC9084B}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:Metalen element; is aangepast van: "Verharding bestaand uit metalen elementen.", naar: "Verharding bestaand uit platen, blokken of anderssoortige elementenverharding van metaal."	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Domeinwaarde	Minimale wijziging	null
71b0e53f-a50e-4ac7-8861-a8ac8256baa2	N.v.t.	{873D2568-5E20-4230-90DF-2386E537EBF8}	394	Verwerken onderzoek naar verschijningsvormen verkeersregelinstallaties.	Rechtsaf voor fietsers op eigen risico toegevoegd aan VerkeerslantaarnTypeGedetailleerd in imborKern_EnumeratiesDomeinwaarden	Fri Mar 24 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Domeinwaarde toegevoegd	Domeinwaarde	Minimale wijziging	null
71ba0636-d482-402c-8465-b2f240aef659	N.v.t.	{65BC8FB2-3761-4B4A-B405-AAAC0515EC61}	1139	Afstemming met Handboek Bomen: type en type gedetailleerd	Zuilvorm vervalt bij BoomTypeGedetailleerd bij imborKern_EnumeratiesDomeinwaarden	Fri Apr 14 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Domeinwaarde vervallen	Domeinwaarde	Minimale wijziging	null
71bb3716-664d-4fa4-b9b2-cdd619279074	N.v.t.	{EC280949-B2BA-4505-9B51-6F7CA151B6A3}	998	Minimale dataset WBS: voeglengte alleen bij Betonverharding	Lengte van voegen verwijderd bij Halfverharding.	Fri Nov 25 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Minimale dataset gewijzigd	Attribuut	Minimale wijziging	null
71bbb382-bae2-4ae3-97ae-5cfaabe1b337	N.v.t.	{97AD113D-7938-4725-B4D5-4CF654D43732}	N.v.t.	Afstemming met Handboek Bomen juli 2024: wijzigingen op klassen Boom en Groeiplaatsinrichting	5 tot 10 m³ toegevoegd aan GroeiplaatsBeoogdeInhoudsklasse in imborKern_EnumeratiesDomeinwaarden	Wed Jul 10 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Domeinwaarde toegevoegd	Domeinwaarde	Minimale wijziging	null
71bc1404-bbe1-400e-9e1b-af76d10b4fd7	{CF2F6757-4AFB-4C70-90AE-0DF3CD42826C}	{B2E7DF92-4B7A-4DA1-9496-0740928035AA}	673	Rotterdam | review CROW IMBOR | 2	100x300x100 toegevoegd aan imborVoc_termen	Thu Jan 26 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Term toegevoegd	Domeinwaarde	Minimale wijziging	null
71d61b0f-df25-4302-bb01-54cc15976cfd	N.v.t.	{CF21DE96-62F7-49EE-9A1D-C85973ECD44F}	1228	Handboek Bomen	Niet (volledig) te beoordelen wordt toegevoegd aan BeoogdeOmloopBoomSnelgroeiend in imborKern_EnumeratiesDomeinwaarden	Tue Dec 19 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Domeinwaarde gewijzigd	Domeinwaarde	Minimale wijziging	null
71d659bb-1a7e-4c05-8060-e6afd6eb5307	N.v.t.	{3DCB84BB-E768-4F75-93FC-8B889FA3BA78}	N.v.t.	Afstemming met Handboek Bomen juli 2024: wijzigingen op klassen Boom en Groeiplaatsinrichting	3 tot 5 m. vervalt in imborKern_EnumeratiesDomeinwaarden vanwege verval van bijbehorend enumeratietype.	Wed Jul 10 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Domeinwaarde vervallen	Domeinwaarde	Minimale wijziging	null
71d6d7e1-1243-413b-ba50-edf5d462c184	N.v.t.	{55D99832-7661-4903-9AA4-238E8874C599}	1095	
NEN3610 laatste versie van URI's gebruiken in IMBOR	JuridischeRuimte wordt de nieuwe schrijfwijze van Juridische ruimte in refModel_Objecttypen	Wed Jul 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Mappingelement gewijzigd	Klasse	Minimale wijziging	null
71da17d7-0b1e-4366-a825-672097ae2007	N.v.t.	{D27FD21F-EB8E-4EB0-90D2-EEE59A824EFB}	1188	Gemeente Den Haag: Laadinfrastructuur: toevoegen meterinformatie aan Oplaadpaal	Vervallen bij enumeratietype vanwege herindeling Communicatie-informatie: Elektronische besturing	Mon Jun 10 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Domeinwaarde vervallen	Domeinwaarde	Minimale wijziging	null
71dc789a-415b-4ad8-90f1-09929370f472	N.v.t.	{B31E73CF-D31E-40FF-9A59-7EAFEAAD86D3}	991	IMGeo-IMBOR mapping vocabulaire scheiden van klassen en attributen	Knevelvoorziening_bor-type verwijderd uit imborKern_K_KlassenAttributen	Mon Jan 23 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Attribuut vervallen bij klasse	Attribuut	Minimale wijziging	null
71ebd88e-46d9-4d64-9f7c-de203cfab9e2	N.v.t.	{3FCBE38D-D1A4-4DDC-ABED-493BD022F237}	1073	Unafact: Uitbreiding IMBOR-modellering Bomenrij	herplantplicht toegevoegd aan Bomenrij in imborKern_K_KlassenAttributen	Fri Mar 24 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Attribuut toegekend aan klasse	Attribuut	Minimale wijziging	null
71ec3731-03f0-4017-8025-b5457b671b4a	{E9E916D5-9EC4-48FF-8FD5-45804C30ADE5}	{3C6051B1-6FF7-4783-A306-63739BDF36BB}	1008	Hilversum: Ombouw van een ondergrondse kast als objecttype toevoegen	Kastombouw toegevoegd aan imborVoc_Termen	Wed Jan 25 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Term toegevoegd	Objecttype	Minimale wijziging	null
71f60b7a-a35a-4207-ba37-f749bdbf9cb1	N.v.t.	{17BFFC9C-1CF7-4B99-9BFC-9D326DFB8FDF}	N.v.t.	IMBOR Wegmarkeringen 24-4-2024 laatste aanpassingen	Semantische relatie vervalt vanwege vervanging Materialen Wegmarkering in imborKern_K_ObjecttypenSemantischeRelaties	Wed Apr 24 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Semantische relatie vervallen	Materie	Minimale wijziging	null
720a7cc3-79c5-4b37-941f-628612aa34c0	{E55F44E5-4AB3-417B-92F8-471E574EF867}	{DA4E9C7E-246C-43EB-A11B-A5B524D9140D}	N.v.t.	Hermodellering IMBOR Wegmarkeringen 28/02/2024	Betonstraatstenen toegevoegd aan imborVoc_Termen	Fri Mar 01 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Term toegevoegd	Materie	Minimale wijziging	null
720e13ea-3544-44f2-8f39-ef054e00fa55	N.v.t.	{59ECD490-F7FA-4CE2-95B2-2AE92BBBD7BC}	1228	Afstemming Handboek Bomen en IMBOR definitief maken	Watergeefsysteem (bovengronds) vervalt in imborKern_EnumeratiesDomeinwaarden	Fri Dec 15 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Domeinwaarde vervallen	Domeinwaarde	Minimale wijziging	null
72275130-948e-4365-b7ab-ad24e5f6ef96	N.v.t.	{BD6C0205-F4D3-4E47-9C02-67FBCF5F4641}	991	IMGeo-IMBOR mapping vocabulaire scheiden van klassen en attributen	Wegmarkering_plus-type verwijderd uit imborKern_K_KlassenAttributen	Mon Jan 23 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Attribuut vervallen bij klasse	Attribuut	Minimale wijziging	null
72291735-9341-4851-a7a4-fd93e0c4dec8	N.v.t.	{B45782CD-C534-4C0F-BE5C-6966A039CFFE}	1123	Afstemming met Handboek Bomen: boomkroondiameterklasse actueel	BoomKroondiameterklasse ::  5 tot 10 m. vervalt in imborKern_EnumeratiesDomeinwaarden	Fri Apr 14 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Domeinwaarde vervallen	Domeinwaarde	Minimale wijziging	null
7230b073-ff40-4e15-bf34-c900aa6bfd19	N.v.t.	{F1E468D7-24AF-4607-88BD-E64D2B9A5069}	N.v.t.	Hermodellering IMBOR Wegmarkeringen 28/02/2024	9-3  gewijzigd van WegmarkeringMarkeringspatroon naar LijnmarkeringMarkeringspatroon in imborKern_EnumeratiesDomeinwaarden	Fri Mar 01 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Domeinwaarde gewijzigd	Domeinwaarde	Minimale wijziging	null
725323fa-fa72-459d-893f-944fd3fdc0ff	{0970C30F-508B-4384-BF96-F235C769F74F}	{429C1B84-E43F-4726-A8BD-D00C50A4B146}	1149	UNAFACT: Armoede van FloraEnFauna-InformatieBeschermdeFloraEnFaunaGedetailleerd	Akkerogentroost is toegevoegd aan imborVoc_Termen	Wed May 10 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Term toegevoegd	Domeinwaarde	Minimale wijziging	null
7267d861-cdc2-4563-8ad0-71656017a4e2	{FEE3A27D-38A3-40ED-ABD5-8ABBA7E9049F}	{527B42B3-1458-4F10-8C48-60DE9878222B}	N.v.t.	Hermodellering IMBOR Wegmarkeringen 28/02/2024	Turborotonde rechtdoor en rechtsaf vervalt in imborVoc_Termen vanwege herziening Wegmarkering	Mon Mar 18 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Term vervallen	Domeinwaarde	Minimale wijziging	null
727addf6-a57a-4624-b570-940d35667b0f	N.v.t	{D9A95BF7-428F-43C5-A462-F51DFEAAE6A5}	Unafact65	GWSW: Fysiek object-Put-Verdekte put: Klasse rioolput is er tussenuit. Aanpassen in IMBOR. Bovengronds zichtbaar voor alle putten van toepassing maken IN MAPPING	Opvangput :: bovengronds zichtbaar :: nee toegevoegd als tegenhanger van Fysiek object-Put-Verdekte put in refModel_Mapping.	Mon Nov 28 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Mapping toegevoegd	Objecttype	Minimale wijziging	null
727ec250-ff4f-411f-b114-6bfaa91814bc	N.v.t.	{5805F138-2A2F-4BD3-844B-19AFBD20C06D}	Unafact54	Uitbreiding IMBOR Laadinfrastructuur: Laadpunt: communicatieprotocol: eMIP	eMIP toegevoegd aan LaadpuntCommunicatieprotocol in imborKern_EnumeratiesDomeinwaarden.	Mon Nov 28 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Domeinwaarde toegevoegd	Domeinwaarde	Minimale wijziging	null
72851c4b-7304-43f5-99e2-052915b593d1	N.v.t.	{157B3E97-4E8A-4E5E-ADF5-F0547BDD9958}	Unafact44b	Uitbreiding IMBOR Laadinfrastructuur: objecttypes die tot de vakdiscipline behoren benoemd.	Elektriciteitskast toegevoegd aan de vakdiscipline Laadinfrastructuur in de tabel imborKern_K_VakdisciplinesObjecttypen.	Mon Nov 28 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Objecttype toegevoegd aan vakdiscipline	Objecttype	Minimale wijziging	null
72918361-dde6-417b-94a2-03907e6ec8c5	{605E5815-7D40-43B8-9234-D460E179F785}	{178B17A3-AE0F-41C5-85F3-7A30AE8AC36A}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:BetonverhardingType; is aangepast van: "Het enumeratietype BetonverhardingType is de naam voor de domeinwaardenlijst van de klasse Betonverharding en het attribuut type.", naar: "Het enumeratietype voor de domeinwaardenlijst van de klasse	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Enumeratietype	Minimale wijziging	null
729f85ec-f817-42b6-ac38-369eb8092483	N.v.t.	{54D29C81-ED6E-4B79-A71A-BEC3F4B2D9C4}	991	IMGeo-IMBOR mapping vocabulaire scheiden van klassen en attributen	Communicatiemodule_bor-type verwijderd uit imborKern_K_KlassenAttributen	Mon Jan 23 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Attribuut vervallen bij klasse	Attribuut	Minimale wijziging	null
72a34ba9-9257-419e-92e1-3d1ceaea13a5	N.v.t.	{61BFEBF2-307C-40B1-A653-F85E8A734A88}	N.v.t.	Afstemming Handboek Bomen overleg Februari 21	6/6 m vervalt bij BoomBeoogdeOpkroonhoogte(boom) in imborKern_EnumeratiesDomeinwaarden	Wed Feb 21 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Domeinwaarde vervallen	Domeinwaarde	Minimale wijziging	null
72b66aa9-5001-490d-9c35-1a0f6f9168cc	N.v.t	{C5AC2AF7-3BC1-4CC2-8A08-2A71A643F528}	1017	Drietal attributen met vaste domeinwaardenlijst hebben geen domeinwaarden: kroondiameterklasse eindeeld, boomhoogteklasse eindeeld en oproonhoogteklasse eindeeld	BoomOpkroonhoogteklasse: Nog niet bereikt: Toegevoegd voor opkroonhoogteklasse eindeeld.	Fri Jan 13 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Domeinwaarde toegevoegd	Domeinwaarde	Minimale wijziging	null
72c0dd24-c270-4035-a23e-7142b33a2b75	N.v.t.	{5EBB8B93-5A89-4FBB-ADB4-5F53AC612312}	1188	Gemeente Den Haag: Laadinfrastructuur: toevoegen meterinformatie aan Oplaadpaal	Vervallen bij enumeratietype vanwege herindeling Communicatie-informatie: Geen	Mon Jun 10 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Domeinwaarde vervallen	Domeinwaarde	Minimale wijziging	null
72c4979f-0a0f-48a0-a64b-cc3a05090115	N.v.t.	{44F7DFAB-FFF3-4498-880A-F84606E42EB2}	N.v.t.	Hermodellering IMBOR Wegmarkeringen 28/02/2024	Zonemarkering: zone gewijzigd van WegmarkeringTypeExtraGedetailleerd naar TekstmarkeringType in imborKernEnumeratiesDomeinwaarden	Fri Mar 01 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Semantische relatie toegevoegd	Semantische relatie	Minimale wijziging	null
72cfa419-0f2c-453d-94aa-0fd5c7ff0dc7	N.v.t.	{77A2EF43-627B-49FE-A9F0-AA6D27EA694A}	N.v.t.	Hermodellering IMBOR Wegmarkeringen 28/02/2024	Convergentiepunt invoegstroken toegevoegd VlakmarkeringMarkeringToepassing in imborKern_EnumeratiesDomeinwaarden	Fri Mar 01 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Domeinwaarde toegevoegd	Domeinwaarde	Minimale wijziging	null
72edfc3e-1d4a-436e-8721-bb255ae72997	{0964A440-A8CF-40C0-8D25-F561ED412E56}	{9A31E307-4F45-47F7-9E55-D2658D3FD556}	1228	Afstemming Handboek Bomen en IMBOR definitief maken	Bestaande (lokale) bodem | klei wordt toegevoegd aan imborVoc_Termen	Fri Dec 15 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Term toegevoegd	Domeinwaarde	Minimale wijziging	null
72f249ac-b0e9-455c-9f10-065c884bdbc4	N.v.t.	{28BBAD0F-8369-4040-BE0B-FF4AAF3C84ED}	1188	Gemeente Den Haag: Laadinfrastructuur: toevoegen meterinformatie aan Oplaadpaal	Vervallen bij enumeratietype vanwege herindeling Communicatie-informatie: Lokaal te programmeren	Mon Jun 10 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Domeinwaarde vervallen	Domeinwaarde	Minimale wijziging	null
72f3116e-1760-4097-9158-668b33f3c149	N.v.t.	{6EDD1278-58A3-44FA-A030-B40D0B59CB21}	1228	Afstemming Handboek Bomen en IMBOR definitief maken	Vormboom geschoren toegevoegd aan BoomType in imborKern_EnumeratiesDomeinwaarden	Fri Dec 15 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Domeinwaarde toegevoegd	Domeinwaarde	Minimale wijziging	null
72fa6253-1ac2-4200-8adf-fefce4351c1e	N.v.t.	{A9DF70FD-E059-4290-BE44-30F3E1B9E696}	N.v.t.	Afstemming met Handboek Bomen juli 2024: wijzigingen op klassen Boom en Groeiplaatsinrichting	grondwater groeiplaats toegevoegd aan Groeiplaats in imborKern_K_KlassenAttributen	Wed Jul 10 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Attribuut toegekend aan klasse	Attribuut	Minimale wijziging	null
72fb51db-67c4-49d8-973b-1a9032e1d5e0	N.v.t.	{75339D38-4072-4570-9472-1182B6314149}	1149	UNAFACT: Armoede van FloraEnFauna-InformatieBeschermdeFloraEnFaunaGedetailleerd	Dennenorchis is toegevoegd aan FloraEnFauna-InformatieBeschermdeFloraEnFaunaGedetailleerd in imborKern_EnumeratiesDomeinwaarden	Wed May 10 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Domeinwaarde toegevoegd	Domeinwaarde	Minimale wijziging	null
72fc39d8-39cf-4883-9583-ea5f82e1ae8d	N.v.t.	{FE98F34B-1247-4892-9496-66764C5CF347}	N.v.t.	Hermodellering IMBOR Wegmarkeringen 28/02/2024	Oversteekplaats voor voetgangers verwijderd uit imborKern_EnumeratiesDomeinwaarden voor herziening Enumeratietype Wegmarkering.	Mon Mar 18 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Domeinwaarde vervallen	Domeinwaarde	Minimale wijziging	null
7305b721-92f6-42b5-8a2a-4f7a77900422	{E7AAC2AF-3CD9-44D1-B199-33AEEF8A7BC9}	{763C9265-6AA2-4F72-87DE-406A76A70E9A}	N.v.t.	IMBOR Wegmarkeringen laatste aanpassingen maart-april 2024	Definitie Doorgetrokken streep is aangepast: Verkeersstreep in de lengterichting van de weg, die over ten minste 20m niet is onderbroken.	Wed Apr 17 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Domeinwaarde	Minimale wijziging	null
73145c79-4ce9-4054-bb3b-84b04e2c7670	N.v.t.	{3ABDF215-A55B-4D06-A603-CBCE15C8C85D}	997	NEN3610 netwerk model toepassen voor topologie	In refModel_Mapping Topologisch element-Edge-Buitengrens gewijzigd naar RioleringLink: type: Buitengrens 	Fri Mar 31 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Mapping gewijzigd	Objecttype	Minimale wijziging	null
7320befc-db3a-4a2b-8268-9fb03b58132a	N.v.t.	{60B1D7A5-DD5E-452A-837B-E48810E9D8AF}	991	IMGeo-IMBOR mapping vocabulaire scheiden van klassen en attributen	Markeringspaal_plus-type verwijderd uit imborKern_K_KlassenAttributen	Mon Jan 23 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Attribuut vervallen bij klasse	Attribuut	Minimale wijziging	null
7324960c-637a-4575-abe9-8e6b1b68a9b8	{5326808B-2614-47AD-9E6B-9814614FDE13}	{0EB70135-6088-47E6-935A-E00172CC288B}	997	NEN3610 netwerk model toepassen voor topologie	RioleringNode toevoegen aan imborVoc_Termen als Topologisch element en als subKlasseVan Netwerk::Node	Wed Mar 29 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Term toegevoegd	Domeinwaarde	Minimale wijziging	null
73311e91-5279-4c51-a81c-f9ca376af75c	{20EB354C-E512-4795-91B0-9ACF7813E917}	{17539564-4B08-420C-8E44-3B66D4CE6128}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:waterafvoerend; is aangepast van: "Aanduiding of het objecttype waterafvoerend is.", naar: "Aanduiding of het objecttype de functie heeft water weg te voeren van de locatie."	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Attribuut	Minimale wijziging	null
73400203-0431-4950-8dc7-b391303a8c20	{E7245DF2-BD98-41CC-B52A-AE61D1739DE9}	{7F76BDBB-C3C9-427B-834C-D889F01CE7CC}	890	NEN2660-2 modellering voor informatieobjecten.	beheer vervalt in imborVoc_Termen	Fri Jul 21 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Attribuut vervallen	Attribuut	Minimale wijziging	null
7344a5cf-ecb8-4890-9624-2c3a6ff6c64d	N.v.t.	{0F6749E0-B3F8-407C-AD8E-46997E95AA55}	1149	UNAFACT: Armoede van FloraEnFauna-InformatieBeschermdeFloraEnFaunaGedetailleerd	Blaasvaren is toegevoegd aan FloraEnFauna-InformatieBeschermdeFloraEnFaunaGedetailleerd in imborKern_EnumeratiesDomeinwaarden	Wed May 10 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Domeinwaarde toegevoegd	Domeinwaarde	Minimale wijziging	null
73633e8b-3e83-492a-a183-ad48b4020ce0	N.v.t.	{31AD7C87-AE14-4AB1-8963-DFF8C6EB1A05}	1188	Gemeente Den Haag: Laadinfrastructuur: toevoegen meterinformatie aan Oplaadpaal	Vervallen bij enumeratietype vanwege herindeling Communicatie-informatie: ADSL	Mon Jun 10 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Domeinwaarde vervallen	Domeinwaarde	Minimale wijziging	null
7364e56e-5ef5-4c54-86ad-14ebbf3bf20e	N.v.t.	{87244DA5-88F9-45BE-8DDD-9E4EAE33F960}	1188	Gemeente Den Haag: Laadinfrastructuur: toevoegen meterinformatie aan Oplaadpaal	Vervallen bij enumeratietype vanwege herindeling Communicatie-informatie: 5G	Mon Jun 10 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Domeinwaarde vervallen	Domeinwaarde	Minimale wijziging	null
73678392-26e4-4958-ac59-6797029e6bc1	{DBD38C4F-CF6A-4D89-B5BB-11447C81000D}	{34653C1B-F167-4030-9557-F245F77943AA}	1199	Gemeente Meppel: Onderwaterbeschoeiing	Bovenwater als term toegevoegd aan imborVoc_Termen	Wed May 01 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Term toegevoegd	Domeinwaarde	Minimale wijziging	null
737f4f30-3dff-4eb9-947f-7d5352f050c0	N.v.t.	{391DAA0A-F105-493E-B211-4D7AD6E3E013}	673	Rotterdam | review CROW IMBOR | 2	BandAfmeting :: 100x150 is toegevoegd aan BandAfmeting in imborKern_EnumeratiesDomeinwaarden	Thu Jan 26 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Domeinwaarde toegevoegd	Domeinwaarde	Minimale wijziging	null
737f603a-4b19-4ec9-9775-8c24605d7e43	N.v.t.	{57D55BF6-2D1D-4DCC-8626-73B91D6A0E6E}	1224	In refModel_Mapping verwijzing naar objecttype Leiding uit verkeerde refinformatiemodel	IMGeo:leiding wordt in mapping vervangen door nen3610:leiding	Thu Jan 18 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Mapping gewijzigd	Klasse	Minimale wijziging	null
7388d89c-979c-4ed9-8ded-2cec51a74a29	{1D265583-A403-400E-8733-930FAA896606}	{D7D07D5F-20F6-45F4-B89F-4F74CB029510}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:VerkeersbordBordInFunctie; is aangepast van: "Het enumeratietype VerkeersbordBordInFunctie is de naam voor de domeinwaardenlijst van de klasse Verkeersbord en het attribuut bord in functie.", naar: "Het enumeratietype voor de domeinwaarde	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Enumeratietype	Minimale wijziging	null
738d5f29-bbc6-4f89-ba25-e007189a765d	N.v.t.	N.v.t.	1148	UNAFACT: Duiker, Hevel en Sifon zijn zowel Kunstwerk als Leiding	Hevel verwijderd als subklasse van Waterstaatkundig kunstwerk; is nu alleen nog maar een subklasse van Holle leiding	Wed May 01 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Klassenindeling gewijzigd	Klasse	Minimale wijziging	null
73a1a924-0d44-4b87-847b-19a496d4cc97	{570D66B1-081A-47F0-8CF2-A7A41C938AF9}	{0AB70AAC-4410-4076-88B0-372A853B8602}	N.v.t.	Hermodellering IMBOR Wegmarkeringen 28/02/2024	attentieverhogende markering toegevoegd als attribuut aan imborVoc_Termen. Datatype: xsd:boolean.	Fri Mar 01 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Term toegevoegd	Attribuut	Minimale wijziging	null
